country,url,academic,mathematics and english
Italy,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/italy/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>For qualifications obtained after 1999: (Diploma de) Esame di Stato with an overall mark of at least 70% (out of 100)<br/>For qualifications obtained up until 1998/9: Maturita with an overall final mark of between 60 (highest mark) and 45</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>LaureaSpecialista</li>
<li>Diploma di Laurea</li>
<li>Curso di Laurea (prior to 1999)</li>
<li>Licenza di Accademia di Belle Arti</li>
<li>Bachelor</li>
<li>Diploma Universitario </li>
</ul>
<p>An overall mark of 100 out of 110 is required.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>For qualifications obtained after 1999: Diploma de Esame di Stato with an aggregate grade of 60 to 69<br/>For qualifications obtained up until 1998/9: Maturita with a grade between 46 and 40</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>60% in Esame di Stato</td>
</tr>
</tbody>
</table>"
Ivory Coast,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/ivory-coast/,"<table style=""width: 100%;"">
<thead>
<tr><th scope=""col"" style=""text-align: left;"">Type of course</th><th scope=""col"" style=""text-align: left;"">Qualification/grade</th></tr>
</thead>
<tbody>
<tr>
<td>
<p class=""p1""><span class=""s1""><a href=""/courses/undergraduate/"">Undergraduate</a></span></p>
 </td>
<td>
<p class=""p1"">12-15 (scale 0-20) in one of the following:</p>
<p class=""p1"">DiplÃ´me Universitaire de Technologie, Certificat d'Aptitude PÃ©dagogique pour les CollÃ¨ges d'Enseignment GÃ©nÃ©ral, Brevet de Technicien SupÃ©rieur, DiplÃ´me d'Etudes Economiques GÃ©nÃ©rales (DEEG), DiplÃ´me d'Etudes Juridiques GÃ©nÃ©rales (DEJG), DiplÃ´me d'Etudes Universitaires GÃ©nÃ©rales (DEUG), DiplÃ´me Universitaire d'Etudes LittÃ©raires (DUEL), DiplÃ´me Universitaire d'Etudes Scientifiques (DUES)</p>
 </td>
</tr>
<tr>
<td>
<p class=""p1""><span class=""s1""><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></span></p>
 </td>
<td>
<p class=""p1"">Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
 </td>
</tr>
<tr>
<td>
<p class=""p1""><span class=""s1""><a href=""/courses/postgraduate/"">Postgraduate</a></span></p>
 </td>
<td>
<p>Maitrise or DiplÃ´me d'Ãtudes Approfondies, DiplÃ´me d'Ãtudes SupÃ©rieures or DiplÃ´me D'Ãtudes SupÃ©rieures SpÃ©cialisÃ©es with 12-20</p>
</td>
</tr>
<tr>
<td>
<p class=""p1""><span class=""s1""><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></span></p>
 </td>
<td>
<p class=""p1"">BaccalaurÃ©at / BaccalaurÃ©at Technique, with grade 12-15 (scale 0-20) </p>
 </td>
</tr>
</tbody>
</table>","<table border=""0"" style=""width: 100%; border-width: 0px;"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>BaccalaurÃ©at / BaccalaurÃ©at Technique, with grade 12 out of 15. </td>
</tr>
</tbody>
</table>"
Japan,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/japan/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>We would expect student from Japan to have completed a recognised foundation programme or passed the first year of university study with good grades in a related subject. </p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>A completed bachelor's degree (four-year course) from a recognised institution</p>
<p>Grade: 70%, or a GPA of 2.8, or an overall grade of B or above</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>A completed High School (Upper Secondary Leaving Certificate)</p>
<p>Grade: Overall grade of 2 or above </p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>A pass in Mathematics in the Lower Secondary Leaving Certificate, or Special Training School Upper Secondary Certificate</p>
<p>A grade of 3 or above</p>
</td>
</tr>
</tbody>
</table>"
Jordan,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/jordan/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Tawjihi with 60% or above in the plus a community college certificate/diploma or intermediate/associate degree with over 50%</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bachelor's degree</p>
<p>Grade: C, 60% or GPA 2.5 +</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>The Tawjihi/Thanawiyah (General/Vocational Secondary Education Certificate)</p>
<p>Grade: Over 60%</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>Tawjihi/Thanawiyah (General/Vocational Secondary Education Certificate)</p>
<p>Grade: 70%</p>
</td>
</tr>
</tbody>
</table>"
Kazakhstan,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/kazakhstan-/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>Diploma of Specialised Secondary Education</p>
<p>Grade: Minimum of 4 out of 5<br/><br/><span class=""TextRun SCXW210433082 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW210433082 BCX0"">One year of a four years bachelorâs degree with a CGPA of 3.0.</span></span><span class=""EOP SCXW210433082 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Specialist Diploma (normally five years) or Bakalavr (four years) in relevant subject</p>
<p>Grade: Minimum of 3 out of 5 </p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Diploma of Completed Secondary Education</p>
<p>Grade: Minimum of 3 out of 5</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Diploma of Completed Secondary Education. Grade: 3. </td>
</tr>
</tbody>
</table>"
Kenya,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/kenya/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p><span class=""TextRun SCXW226673135 BCX0"" data-contrast=""auto"" lang=""EN-GB"" xml:lang=""EN-GB""><span class=""NormalTextRun SCXW226673135 BCX0"">Diploma / Diploma in Technical Education Programme (TEP)</span></span><span class=""EOP SCXW226673135 BCX0"" data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Foundation required as KCSE yr12 qualification. Exception may be made when applicant has received majority A/B grades, application strong overall and agreed by faculty.<br/><br/>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Bachelor's degree</p>
<p>Grade: Minimum Second Lower,  CGPA of 2.7 or min 50/55%</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Five Cs at KCSE </td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>
<p>KCSE with grade C</p>
</td>
</tr>
</tbody>
</table>"
Kuwait,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/kuwait/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>International Foundation Programme or Diploma from technical institutes/colleges, with B- / CGPA 2.00 / very good</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>Bachelor's degree, with B- / CGPA 2.67 / very good</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Shahadat-al-thanawia-al-a'ama (General /Vocational Secondary School Certificate) with 70%</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Shahadat-al-thanawia-al-a'ama (General/Vocational Secondary School Certificate) with 70%</td>
</tr>
</tbody>
</table>"
Latvia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/latvia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>AtestÄts par vispÄrÄjo vidÄjo izglÄ«tÄ«bu (Certificate of Secondary Education) with an average grade 7 (out of 10) in at least 12 subjects in the final year assessment, plus grade C or higher in at least two valsts centralizÄtajos eksÄmenos (national centralised examinations)</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>Bakalaurs (bachelor's) or pre-2000 MaÄ£istrs (master's) in a relevant subject with an overall grade of 6 to 7/C or above</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>AtestÄts par vispÄrÄjo vidÄjo izglÄ«tÄ«bu (Certificate of Secondary Education) in at least 12 subjects in the final year assessment with an average of grade 6</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Maths with grade 6 or above in the final year assessment (part of atestÄts par vispÄrÄjo vidÄjo izglÄ«tÄ«bu/ Certificate of Secondary Education)</td>
</tr>
</tbody>
</table>"
Lebanon,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/lebanon/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>BaccalaurÃ©at II (from 1991) of 12/20 or above<br/>Diplome de Technicien Superieur</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>BaccalaurÃ©at II (from 1991) of 11/20 or above</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Licence with high grades, A or B or 2.7+</p>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p style=""text-align: left;"">BaccalaurÃ©at I (before 1991) of at least 11/20 or above.<br/>BaccalaurÃ©at II (from 1991) of 10 or above</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>BaccalaurÃ©at with 10 out of 20</td>
</tr>
</tbody>
</table>"
Libya,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/libya/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p>International Foundation Programme with a pass</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>Bachelor's degree (from a university) with 70%</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Secondary education certificate with 130 out of 260 in the literary stream and 165 out of 330 in the science stream</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Secondary Education with 165 out of 330. </td>
</tr>
</tbody>
</table>"
Lithuania,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/lithuania/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Brandos Atestatas with an overall grade of 7 (out of 10) or above in the final assessment plus one of the following qualifications:
<p>Pre-2009:</p>
<ul>
<li>at least 3 Valstybinis (state level examination) with an overall scores of 50% or above</li>
<li>at least 4 Mokylinis (school level examination)with an overall grade 7 or above</li>
<li>a combination of four exams (Mokylinis or Valstybinis) with 50%+ overall in state exams and 7+ overall in school exams â if school exams results are above grade 8 overall, we can consider a lower percentage in state exams</li>
</ul>
<p>Post-2009:</p>
<ul>
<li>at least 2 Valstybinis (state level examinations) with 50% in each</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>Bakalauras in a relevant subject with an overall grade of 7 / 66â73% or above.</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Brandos Atestatas with an overall grade of 5 or above in the final assessment and a pass in at least two Mokyklinis</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>
<p>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</p>
</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>Maths grade 7 or above in the final assessment in Brandos Atestatas</td>
</tr>
</tbody>
</table>"
Luxembourg,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/luxembourg/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>DiplÃ´me de Fin d'Etudes Secondaires or DiplÃ´me de Fin d'Etudes Secondaires Techniques â 36 or above (assez bien)</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>
<p>Any one of the following qualifications:</p>
<ul>
<li>Bachelor from the University of Luxembourg with an overall grade of 40/bien or above out of 60</li>
<li>DiplÃ´me d'IngÃ©nieur Industriel with an overall grade of 40 or above</li>
</ul>
</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>DiplÃ´me de Fin d'Etudes Secondaires with 30 or above</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>30+ in final year</td>
</tr>
</tbody>
</table>"
Malaysia,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/malaysia/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p><span data-contrast=""auto"">STPM with three Principal passes â CCC</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> <br/><br/></span><span data-contrast=""auto"">Unified Examination Certificate (UEC) Senior Middle Level Grades C7 or higher not including English/Malay. Students must also provide Junior level certificate or transcript.</span></p>
<p>Matrikulasi (Matriculation Certificate). Grade: CGPA of 2.00</p>
<p>Certificates (2-year post-SPM/SPMV) (from polytechnics/ institutes and colleges). Grade C or 2.00 GPA </p>
<p>Diplomas (3-year post-SPM/SPVM) (from polytechnics/ institutes and colleges) / First year of Bachelor degree (SEGI and Sunway College Foundation Programmes). Grade C or 2.00 GPA</p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>Bachelor's degree (honours) with a 2:2</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>
<p>Sigil Pelajaran Malaysia (SPM) including English and Mathematics â grade: 5 passes (A1-6C)</p>
<p>Junior Middle Unified Examination (UEC â JML) including Mathematics and English â grade: 5 passes (minimum of C)</p>
</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>SPM Maths. Grade: A1-6C</td>
</tr>
</tbody>
</table>"
Malta,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/malta/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>Matriculation Certificate with grade C overall or above</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-years degree including a foundation year</a></td>
<td>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>A bachelor's (honours) degree with a minimum of 2:2 or above</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Matriculation Certificate with a D overall or above</td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Applicants who require a student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>1 to 3 in SEC (Secondary Education Certificate)</td>
</tr>
</tbody>
</table>"
Mauritius,https://www.londonmet.ac.uk/international/applying/entry-requirements-by-country/mauritius/,"<table border=""0"">
<tbody>
<tr>
<td>
<h3>Type of course</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td><a href=""/applying/undergraduate/"">Undergraduate</a></td>
<td>
<p><span data-contrast=""auto"">Equate to required O level and A level grades/UCAS tariff</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> <br/><br/></span><span data-contrast=""auto"">GCE A Level or the Higher School Certificate (HSC) with a minimum of 6 points (A-10, B-8, C-6, D-4, E-2 and F-Fail) at A level in relevant principal subjects</span><span data-ccp-props='{""201341983"":0,""335559740"":259}'> </span></p>
</td>
</tr>
<tr>
<td><a href=""/courses/extended-degrees/"">Four-year degree including a foundation year</a></td>
<td>
<p>Students who fall slightly below the standard requirements for an undergraduate course may be considered for an available or appropriate foundation year degree programme.</p>
</td>
</tr>
<tr>
<td><a href=""/courses/postgraduate/"">Postgraduate</a></td>
<td>A bachelor's degree from Mauritius â grade: minimum 2:2</td>
</tr>
<tr>
<td><a href=""/courses/international-foundation-programme/"">International Foundation Programme</a></td>
<td>Students who do not have the required A level (HSC) results and who have good O levels (SC) (5 subjects with grade C and/or above) can apply for this course. </td>
</tr>
</tbody>
</table>","<table border=""0"">
<tbody>
<tr>
<td>
<h3>Subject</h3>
</td>
<td>
<h3>Qualification/grade</h3>
</td>
</tr>
<tr>
<td>English</td>
<td>Non-EEA nationals who require a Tier 4 student visa must provide a Secured English Language Test (SELT) such as Academic IELTS or Pearson PTE Academic qualification. Please see our <a href=""/international/applying/english-language-requirements/"">English language requirements</a>.</td>
</tr>
<tr>
<td>Mathematics (if applicable to your course)</td>
<td>SC with C </td>
</tr>
</tbody>
</table>"
